Image,actual_label,predicted_label,BLEU-1,BLEU-2,BLEU-3,BLEU-4,ROUGE-L,METEOR,CIDEr
L_AC_sp1_Image001.tif,Amphiprion clarki,Chlorophthalmus acutifrons,0.7631578947368421,0.6841565430795765,0.6162548136561414,0.5473675361989313,0.7551020408163266,0.4107237354031618,0.0
L_AC_sp1_Image002.tif,Amphiprion clarki,Chlorophthalmus acutifrons,0.7808219178082192,0.6907741669834575,0.6113607896766663,0.5290558079414125,0.7446808510638298,0.41155849623909513,0.0
L_AC_sp1_Image003.tif,Amphiprion clarki,Chlorophthalmus acutifrons,0.75,0.6708203932499369,0.602690618949788,0.5383064908231053,0.7551020408163266,0.40305357950100873,0.0
L_AC_sp1_Image004.tif,Amphiprion clarki,Chlorophthalmus acutifrons,0.75,0.6708203932499369,0.602690618949788,0.5383064908231053,0.7551020408163266,0.40305357950100873,0.0
L_AC_sp1_Image005.tif,Amphiprion clarki,Chlorophthalmus acutifrons,0.75,0.6708203932499369,0.602690618949788,0.5383064908231053,0.7551020408163266,0.40305357950100873,0.0
L_AC_sp1_Image006.tif,Amphiprion clarki,Brachypterois serrulata,0.7297297297297297,0.6163272761821925,0.5222574951355834,0.4359302937849777,0.6666666666666666,0.34914765293290784,0.0
L_AC_sp1_Image007.tif,Amphiprion clarki,Chlorophthalmus acutifrons,0.7631578947368421,0.6841565430795765,0.6162548136561414,0.5473675361989313,0.7551020408163266,0.4107237354031618,0.0
L_AC_sp1_Image008.tif,Amphiprion clarki,Chlorophthalmus acutifrons,0.75,0.6633249580710799,0.5869033988642818,0.5077466466559516,0.7346938775510203,0.3959525635618137,0.0
L_AC_sp1_Image009.tif,Amphiprion clarki,Chlorophthalmus acutifrons,0.7631578947368421,0.6841565430795765,0.6162548136561414,0.5473675361989313,0.7551020408163266,0.4107237354031618,0.0
L_AC_sp1_Image010.tif,Amphiprion clarki,Chlorophthalmus acutifrons,0.75,0.6708203932499369,0.602690618949788,0.5383064908231053,0.7551020408163266,0.40305357950100873,0.0
L_AC_sp1_Image011.tif,Amphiprion clarki,Chlorophthalmus acutifrons,0.7631578947368421,0.6841565430795765,0.6162548136561414,0.5473675361989313,0.7551020408163266,0.4107237354031618,0.0
